Second,total_cpu_usage_usr,total_cpu_usage_sys,disk_read,disk_writ,mem_used,mem_free,mem_buff,mem_cach
205,0.459,1.251,0,0,7290249216,19227049984,2213523456,35412234240
206,2.879,3.004,0,3346432,7235043328,19739660288,2213527552,34961555456
207,11.333,5.812,0,65060864,7237521408,19662041088,2213539840,35043540992
208,4.519,2.218,16384,23068672,6558523392,20343742464,2213552128,35043139584
209,10.99,5.391,0,18714624,6547783680,20357111808,2213875712,35043844096
210,19.208,16.78,0,8003584,7107842048,19795812352,2213937152,35044118528
211,20.25,6,0,144580608,7183863808,19568533504,2214027264,35186888704
212,27.833,7.333,0,154763264,7375310848,19446562816,2214105088,35117780992
213,34.409,6.79,9109504,131350528,7511912448,19311988736,2214227968,35112308736
214,46.102,8.47,10534912,109707264,7667142656,19128250368,2214338560,35137728512
215,62.251,9.087,3506176,83959808,8091754496,18582753280,2214477824,35253579776
216,69.231,8.453,0,85291008,8343875584,18244616192,2214707200,35337043968
217,77.617,9.957,0,4878336,8552591360,18192433152,2214731776,35179913216
218,75.179,7.615,7716864,36241408,8813199360,17825529856,2214748160,35279179776
219,81.719,6.824,0,74268672,9118523392,17511444480,2214801408,35281932288
220,71.351,6.753,0,111521792,9427845120,16977612800,2214858752,35497037824
221,58.498,5.917,0,4194304,9697669120,16834351104,2214944768,35366592512
222,32.048,3.529,0,303104,9815244800,16709976064,2214965248,35366662144
223,42.156,5.993,0,1376256,9427935232,17012367360,2214993920,35448016896
224,43.482,3.249,0,143360,9608351744,16828198912,2215047168,35448868864
225,26.083,2.125,0,704512,9651638272,16785268736,2215079936,35448967168
226,5.102,1.825,0,1224704,9466511360,16963039232,2215190528,35455971328
227,4.368,2.704,0,847872,9466904576,16894074880,2215194624,35523141632
228,5.191,2.741,0,749568,9468182528,16792424448,2215198720,35620831232
229,5.39,3.109,0,20480,9450184704,16635793408,2215198720,35793035264
230,5.274,3.115,0,0,9449680896,16457269248,2215198720,35969875968
231,4.398,1.867,0,831488,9449512960,16358649856,2215235584,36066885632
232,3.862,2.284,0,1585152,9419100160,16345120768,2215268352,36109361152
233,2.121,1.663,0,24576,9422426112,16341794816,2215268352,36109361152
234,3.744,2.745,0,186200064,9396961280,16375967744,2215272448,36109332480
235,1.796,2.047,0,226734080,9396469760,16381775872,2215272448,36109320192
236,8.577,1.967,49152,130846720,9105240064,16679776256,2215288832,36108435456
237,6.026,6.995,0,8593408,7455002624,18338701312,2215337984,36108120064
238,3.931,3.43,0,5140480,7453503488,18347765760,2215342080,36108107776
239,2.298,1.672,0,1925120,7273291776,18529423360,2215342080,36107825152
240,5.006,3.755,0,8212480,7142408192,19209015296,2215370752,35569401856
241,1.042,1.667,0,765952,7122169856,19417419776,2215383040,35385278464
