timestamp,state,event,test,time_taken
"2019-05-13 19:23:59","CreateFilesUnit","test_concluded","unhide_descriptor_from_quick_list_for_project",25.095
"2019-05-13 19:24:24","CreateFilesUnit","test_concluded","unhide_descriptor_from_quick_list_for_user",24.4
"2019-05-13 19:24:48","CreateFilesUnit","test_concluded","acceptDescriptorFromQuickList",24.386
"2019-05-13 19:25:13","CreateFilesUnit","test_concluded","acceptDescriptorFromQuickListWhileItWasAProjectFavorite",24.777
"2019-05-13 19:25:38","CreateFilesUnit","test_concluded","acceptDescriptorFromQuickListWhileItWasAUserFavorite",25.445
"2019-05-13 19:26:07","CreateFilesUnit","test_concluded","acceptDescriptorFromQuickListWhileItWasAUserAndProjectFavorite",28.973
"2019-05-13 19:26:33","CreateFilesUnit","test_concluded","acceptDescriptorFromManualList",25.484
"2019-05-13 19:26:57","CreateFilesUnit","test_concluded","acceptDescriptorFromManualListWhileItWasAProjectFavorite",24.754
"2019-05-13 19:27:23","CreateFilesUnit","test_concluded","accept_descriptor_from_manual_list_while_it_was_a_user_favorite",25.031
"2019-05-13 19:27:47","CreateFilesUnit","test_concluded","accept_descriptor_from_manual_list_while_it_was_a_user_and_project_favorite",24.284
"2019-05-13 19:28:12","CreateFilesUnit","test_concluded","accept_descriptor_from_autocomplete",25.586
"2019-05-13 19:28:37","CreateFilesUnit","test_concluded","select_descriptor_from_manual_list",24.496
"2019-05-13 19:29:02","CreateFilesUnit","test_concluded","accept_smart_descriptor_in_metadata_editor",25.347
"2019-05-13 19:29:27","CreateFilesUnit","test_concluded","delete_descriptor_in_metadata_editor",24.663
"2019-05-13 19:29:51","CreateFilesUnit","test_concluded","fill_in_descriptor_from_manual_list_in_metadata_editor",24.263
"2019-05-13 19:30:17","CreateFilesUnit","test_concluded","fill_in_descriptor_from_manual_list_while_it_was_a_project_favorite",25.694
"2019-05-13 19:30:42","CreateFilesUnit","test_concluded","fill_in_descriptor_from_manual_list_while_it_was_a_user_favorite",24.849
"2019-05-13 19:31:06","CreateFilesUnit","test_concluded","fill_in_descriptor_from_manual_list_while_it_was_a_user_and_project_favorite",24.392
"2019-05-13 19:31:31","CreateFilesUnit","test_concluded","fill_in_descriptor_from_quick_list_in_metadata_editor",24.656
"2019-05-13 19:31:56","CreateFilesUnit","test_concluded","fill_in_descriptor_from_quick_list_while_it_was_a_project_favorite",24.819
"2019-05-13 19:32:21","CreateFilesUnit","test_concluded","fill_in_descriptor_from_quick_list_while_it_was_a_user_favorite",25.206
"2019-05-13 19:32:46","CreateFilesUnit","test_concluded","fill_in_descriptor_from_quick_list_while_it_was_a_user_and_project_favorite",25.221
"2019-05-13 19:33:11","CreateFilesUnit","test_concluded","fill_in_inherited_descriptor",24.562
"2019-05-13 19:33:35","CreateFilesUnit","test_concluded","delete_all",24.196
"2019-05-13 19:34:01","CreateFilesUnit","test_concluded","publicProject.__delete",25.822
"2019-05-13 19:34:25","CreateFilesUnit","test_concluded","metadataOnlyProject.__delete",24.37
"2019-05-13 19:34:52","CreateFilesUnit","test_concluded","privateProject.__delete",26.79
"2019-05-13 19:35:18","CreateFoldersForLsByName","test_concluded","publicProject.data.testFolder1.__ls_by_name",26.083
"2019-05-13 19:35:43","CreateFoldersForLsByName","test_concluded","privateProject.data.testFolder1.__ls_by_name",24.872
