Second,total_cpu_usage_usr,total_cpu_usage_sys,disk_read,disk_write,mem_used,mem_free,mem_buff,mem_cach
6106,0.250,1.294,0,0,6909345792,11356381184,2895937536,41717555200
6107,0.250,1.252,0,0,6910013440,11355729920,2895937536,41717563392
6108,0.416,1.499,0,393216,6910525440,11355213824,2895937536,41717567488
6109,0.292,0.834,0,0,6910853120,11354910720,2895937536,41717567488
6110,0.167,0.959,0,4419584,6909976576,11355795456,2895937536,41717567488
6111,0.375,1.375,0,24576,6910144512,11355545600,2895937536,41717567488
6112,0.292,1.419,0,569344,6910431232,11355258880,2895937536,41717567488
6113,0.250,1.250,0,0,6910562304,11355226112,2895937536,41717567488
6114,3.266,1.508,0,47820800,6892412928,11374424064,2895941632,41724104704
6115,3.676,2.757,16384,4096000,6119550976,12153712640,2895941632,41723981824
6116,1.297,1.841,0,1425408,6107340800,12168581120,2895941632,41723924480
6117,0.209,1.420,0,0,6107844608,12168200192,2895941632,41723932672
6118,0.916,1.332,0,40960,6017560576,12258488320,2895941632,41723928576
6119,4.122,2.664,0,2887680,6005776384,12532744192,2895941632,41469984768
6120,6.772,4.071,0,35577856,6085042176,12453019648,2895941632,41470222336
6121,10.686,6.653,0,7749632,6107111424,12424462336,2895941632,41472229376
6122,22.097,4.744,0,43446272,6359203840,12146413568,2895949824,41494781952
6123,20.665,2.412,0,5906432,6522957824,12003184640,2895949824,41472294912
6124,34.622,4.738,0,16982016,6721826816,11588456448,2895949824,41684213760
6125,36.518,4.778,0,44462080,6844219392,11525214208,2895949824,41622597632
6126,40.249,2.162,16384,794624,6949662720,11413274624,2895949824,41628708864
6127,4.950,1.498,4489216,32768,6938890240,11413352448,2895949824,41639337984
6128,3.798,1.043,0,23252992,6789197824,11562688512,2895949824,41639481344
6129,4.627,1.292,0,0,6826721280,11525029888,2895949824,41639497728
6130,2.372,1.248,0,1830912,6845972480,11505672192,2895949824,41639522304
6131,0.417,1.459,0,0,6849093632,11502510080,2895949824,41639538688
6132,0.459,1.418,0,0,6849724416,11501731840,2895949824,41639669760
6133,1.125,0.666,0,0,6845968384,11505315840,2895949824,41639776256
6134,0.792,1.251,0,0,6815821824,11535421440,2895949824,41639809024
6135,0.376,1.336,0,126976,6816600064,11534589952,2895949824,41639878656
6136,0.417,1.293,0,0,6817144832,11533942784,2895949824,41640005632
6137,0.584,1.292,0,0,6819557376,11531345920,2895949824,41640157184
6138,1.543,1.084,0,2256896,6746275840,11605061632,2895949824,41639583744
6139,5.097,1.409,0,0,6750466048,11601362944,2895949824,41639579648
6140,3.668,1.584,0,1257472,6808416256,11543478272,2895949824,41639800832
6141,0.375,1.585,0,0,6809731072,11542294528,2895949824,41639612416
6142,0.209,0.876,0,0,6810308608,11541753856,2895949824,41639616512
6143,0.167,0.917,0,0,6809915392,11542159360,2895949824,41639620608
6144,0.250,1.209,0,0,6810165248,11541909504,2895949824,41639620608
6145,0.292,1.417,0,118784,6810456064,11541614592,2895949824,41639624704
6146,0.333,1.416,0,0,6810034176,11542036480,2895949824,41639624704
6147,0.292,0.500,0,12288,6810529792,11541467136,2895949824,41639624704
6148,0.250,0.959,0,0,6809915392,11542061056,2895949824,41639628800
6149,0.333,1.292,0,0,6811041792,11540930560,2895949824,41639632896
6150,0.250,1.334,0,61440,6809640960,11542331392,2895949824,41639632896
6151,0.292,1.417,0,0,6809092096,11542863872,2895949824,41639632896
6152,0.292,0.542,0,3317760,6807252992,11544698880,2895949824,41639636992
6153,0.208,1.084,0,0,6807613440,11544334336,2895949824,41639641088
6154,0.334,1.293,0,0,6807531520,11544395776,2895949824,41639645184
6155,0.333,1.334,0,237568,6806650880,11545272320,2895949824,41639649280
6156,1.871,1.289,0,196608,6827200512,11524694016,2895949824,41639653376
6157,4.699,0.665,0,516096,6872977408,11477364736,2895949824,41639731200
6158,2.625,1.750,32768,15679488,6906503168,11442126848,2895949824,41640157184
6159,3.792,1.708,32768,5427200,6922936320,11425783808,2895949824,41639878656
6160,5.417,1.625,0,0,6994014208,11354628096,2895949824,41639890944
6161,4.071,1.288,0,413696,7029813248,11318816768,2895949824,41639903232
6162,3.004,1.043,0,0,7060271104,11288309760,2895949824,41639911424
6163,3.375,1.625,0,32768,7092498432,11256115200,2895949824,41639919616
6164,3.040,1.708,0,0,7122468864,11226140672,2895949824,41639923712
6165,3.005,1.711,0,12288,7156232192,11192340480,2895949824,41639927808
6166,3.752,1.084,0,94208,7182278656,11166294016,2895949824,41639927808
6167,3.121,1.207,0,405504,7201083392,11147517952,2895949824,41639931904
6168,4.911,2.206,0,5840896,6800113664,11548422144,2895949824,41639964672
6169,4.580,1.873,0,0,6857232384,11491160064,2895949824,41639968768
6170,5.355,1.702,0,0,6906912768,11441405952,2895949824,41639976960
6171,5.294,0.959,0,98304,6939541504,11408736256,2895949824,41639976960
6172,6.039,1.416,0,0,7018131456,11330142208,2895949824,41639981056
6173,3.580,1.665,0,966656,7052664832,11295625216,2895949824,41639981056
6174,3.076,1.746,0,0,7090003968,11258302464,2895949824,41639981056
6175,3.800,1.941,0,12288,7125307392,11222970368,2895949824,41639985152
6176,2.671,0.751,0,208896,7153557504,11194720256,2895949824,41639985152
6177,3.415,1.833,0,12288,7180615680,11167670272,2895949824,41639985152
6178,3.129,1.627,0,503808,7203868672,11144425472,2895949824,41639985152
6179,4.772,2.033,0,237568,6769266688,11579056128,2895949824,41639989248
6180,4.788,1.540,0,0,6839386112,11508797440,2895949824,41639997440
6181,5.162,0.666,0,0,6886948864,11461189632,2895949824,41640001536
6182,4.669,1.667,0,0,6927233024,11420913664,2895949824,41640017920
6183,5.396,2.117,0,483328,6790963200,11557138432,2895949824,41640046592
6184,5.777,1.829,0,192512,6865776640,11482300416,2895949824,41640046592
6185,5.526,1.413,0,675840,6903263232,11444342784,2895953920,41640292352
6186,5.160,0.957,0,98304,6933282816,11414331392,2895953920,41640300544
6187,12.453,1.624,0,929792,6996140032,11351375872,2895953920,41640341504
6188,5.948,1.705,0,1372160,7029907456,11317039104,2895953920,41640632320
6189,4.877,1.667,0,1929216,7045103616,11301408768,2895953920,41640886272
6190,5.470,1.699,0,888832,6836113408,11510239232,2895953920,41640992768
6191,4.456,1.374,0,0,6901260288,11445030912,2895953920,41640992768
6192,4.881,1.669,0,0,6947459072,11398832128,2895953920,41640992768
6193,5.281,1.622,0,974848,6995144704,11351027712,2895953920,41640996864
6194,6.253,1.542,0,323584,7053000704,11293114368,2895953920,41641005056
6195,4.342,1.461,0,98304,6871298048,11474866176,2895953920,41641013248
6196,4.857,1.287,0,0,6938550272,11407597568,2895953920,41641013248
6197,5.412,1.749,0,16384,6978056192,11367870464,2895953920,41641029632
6198,5.701,1.623,0,147456,7016452096,11329470464,2895953920,41641033728
6199,4.538,1.665,0,1572864,7039946752,11305893888,2895953920,41641132032
6200,4.589,1.168,0,1519616,7068897280,11276857344,2895953920,41640923136
6201,4.598,1.574,0,2322432,7100465152,11245158400,2895953920,41641013248
6202,3.877,1.751,0,1585152,7128858624,11216732160,2895953920,41640972288
6203,4.080,1.665,0,1806336,7148081152,11197112320,2895953920,41641246720
6204,3.835,1.751,0,2400256,7182217216,11163123712,2895953920,41641017344
6205,3.830,0.833,0,1642496,7209627648,11135692800,2895953920,41641111552
6206,5.187,1.909,0,241664,7256469504,11088396288,2895953920,41641418752
6207,4.877,1.459,0,536576,7292858368,11051958272,2895953920,41641467904
6208,4.958,1.875,0,1732608,7299743744,11044761600,2895962112,41641680896
6209,3.254,1.335,0,6799360,7305891840,11038871552,2895962112,41641332736
6210,3.172,0.918,0,1593344,7307259904,11037179904,2895962112,41641615360
6211,4.272,1.701,0,1642496,7310761984,11033354240,2895962112,41641938944
6212,2.880,1.711,0,1736704,7312846848,11031584768,2895962112,41641582592
6213,3.245,1.581,0,1372160,7315603456,11028578304,2895962112,41641807872
6214,4.182,1.325,0,753664,7318499328,11025444864,2895962112,41641922560
6215,4.315,1.369,0,200704,6848065536,11495841792,2895962112,41641943040
6216,4.615,1.954,0,0,6886772736,11457122304,2895962112,41641955328
6217,4.659,1.830,0,16384,6956240896,11387641856,2895962112,41641959424
6218,5.724,1.825,0,0,6996217856,11347509248,2895962112,41641967616
6219,5.912,0.749,0,3727360,7037071360,11306573824,2895962112,41641967616
6220,4.328,1.498,0,1855488,7052451840,11290054656,2895962112,41642639360
6221,5.819,1.538,0,2723840,7075061760,11267510272,2895962112,41642385408
6222,5.724,1.742,0,2306048,7094005760,11247681536,2895962112,41643147264
6223,4.782,1.622,0,2318336,7113302016,11227512832,2895962112,41643872256
6224,3.033,0.748,0,5509120,7130017792,11210391552,2895962112,41644204032
6225,3.987,1.661,0,2560000,7148503040,11191062528,2895962112,41644933120
6226,4.717,2.110,0,2031616,7184588800,11154636800,2895966208,41645228032
6227,3.043,1.584,0,2277376,7190188032,11148460032,2895966208,41645756416
6228,3.289,1.457,0,2637824,7205883904,11132252160,2895966208,41646211072
6229,2.926,0.836,0,2748416,7219175424,11118366720,2895970304,41646694400
6230,2.705,1.540,0,4362240,7238193152,11098804224,2895970304,41647214592
6231,4.829,1.790,0,2588672,7261466624,11075432448,2895970304,41647271936
6232,3.402,1.577,0,2584576,7278829568,11056992256,2895970304,41648250880
6233,4.863,1.413,0,2269184,7301386240,11033747456,2895970304,41648857088
6234,4.108,0.996,0,2035712,7317676032,11017297920,2895970304,41649025024
6235,3.810,1.905,0,2682880,7333101568,11001200640,2895978496,41649598464
6236,3.250,1.458,0,2748416,7343742976,10989920256,2895978496,41650229248
6237,3.877,1.709,0,2510848,7354470400,10978717696,2895978496,41650589696
6238,4.266,0.920,0,2412544,7359205376,10973167616,2895982592,41651367936
6239,3.633,1.169,0,2846720,7362306048,10969751552,2895986688,41651671040
6240,4.153,1.661,0,3842048,7366012928,10965602304,2895986688,41652195328
6241,5.165,1.749,0,864256,7369498624,10960838656,2895986688,41653473280
6242,6.056,1.701,0,1798144,7368970240,10960392192,2895986688,41654423552
6243,4.904,0.914,0,1282048,7374376960,10953895936,2895986688,41655455744
6244,4.770,1.410,0,1212416,7377453056,10949189632,2895986688,41657061376
6245,4.149,1.784,0,16621568,7382499328,10930200576,2895986688,41670856704
6246,3.203,1.664,0,2215936,7384444928,10928222208,2895986688,41670881280
6247,2.461,1.585,0,2510848,7387537408,10924032000,2895986688,41671979008
6248,2.875,0.667,0,2920448,7388938240,10922868736,2895986688,41671708672
6249,3.415,1.624,0,2482176,7390834688,10920189952,2895986688,41672491008
6250,2.999,1.624,0,5431296,7393738752,10916528128,2895986688,41673273344
6251,5.560,1.701,0,2793472,7395414016,10914893824,2895986688,41673232384
6252,2.616,1.453,0,2506752,7398105088,10911105024,2895986688,41674289152
6253,2.296,0.835,0,3100672,7399297024,10909691904,2895986688,41674534912
6254,3.360,1.618,0,2519040,7401418752,10907062272,2895994880,41675034624
6255,2.792,1.750,0,5509120,7403458560,10904104960,2895994880,41675902976
6256,4.035,1.414,0,2670592,7406718976,10900328448,2895994880,41676361728
6257,2.952,1.206,0,2682880,7407697920,10898395136,2895994880,41677291520
6258,6.227,1.079,0,3112960,7416135680,10890174464,2895994880,41676918784
6259,3.639,1.778,0,2478080,7417036800,10888486912,2896003072,41677688832
6260,4.245,1.789,0,6406144,7421984768,10882633728,2896003072,41678479360
6261,3.187,1.449,0,2904064,7424602112,10880385024,2896003072,41678110720
6262,3.293,0.750,0,2490368,7422877696,10880626688,2896003072,41679544320
6263,3.490,1.579,0,3764224,7426691072,10877161472,2896003072,41679138816
6264,4.018,1.574,0,2445312,7428669440,10874302464,2896003072,41680003072
6265,6.349,1.618,0,3674112,7433924608,10867851264,2896003072,41681166336
6266,5.144,1.631,0,1802240,7440089088,10860920832,2896003072,41681932288
6267,5.623,0.750,0,1286144,7443394560,10856181760,2896007168,41683345408
6268,4.245,1.748,0,1228800,7445393408,10853277696,2896007168,41684250624
6269,5.058,2.073,0,593920,6952656896,11345555456,2896007168,41684750336
6270,4.663,1.582,0,4485120,7016407040,11281801216,2896007168,41684754432
6271,5.077,1.623,0,0,7060213760,11237945344,2896007168,41684754432
6272,5.241,0.998,0,12288,7085608960,11212500992,2896007168,41684762624
6273,5.671,1.585,0,335872,7133364224,11164729344,2896007168,41684770816
6274,4.574,2.370,0,253952,6883774464,11386925056,2896007168,41712156672
6275,1.748,1.540,0,4849664,6898528256,11372265472,2896007168,41712156672
6276,0.375,0.792,0,0,6898442240,11372351488,2896007168,41712156672
6277,0.250,0.876,0,24576,6898540544,11372253184,2896007168,41712156672
6278,0.292,1.251,0,0,6898806784,11371982848,2896007168,41712160768
6279,0.292,1.459,0,405504,6898794496,11372007424,2896007168,41712164864
6280,0.334,1.334,0,1949696,6898712576,11372089344,2896007168,41712164864
6281,0.541,0.624,0,0,6899519488,11371270144,2896007168,41712177152
6282,0.333,1.041,0,0,6899834880,11370954752,2896007168,41712177152
6283,0.375,1.293,0,4096,6899539968,11371229184,2896007168,41712197632
6284,0.375,1.375,0,438272,6899834880,11370934272,2896007168,41712197632
6285,1.840,2.258,0,41684992,6885568512,11392331776,2896007168,41712140288
6286,5.025,2.471,0,18948096,6121558016,12149878784,2896007168,41725366272
6287,1.253,1.963,16384,1409024,6109044736,12165312512,2896007168,41725440000
6288,2.513,3.266,0,2899968,6015500288,12548685824,2896007168,41444093952
6289,4.695,2.493,0,7049216,6018359296,12518608896,2896007168,41471377408
6290,8.577,5.105,0,29011968,6197075968,12338552832,2896011264,41471713280
6291,14.815,2.663,0,692224,6233530368,12297211904,2896011264,41473925120
6292,13.198,3.103,0,4648960,6280499200,12246695936,2896011264,41474871296
6293,25.797,4.596,0,42233856,6435844096,12069163008,2896011264,41494409216
6294,34.468,4.859,0,6172672,6595145728,11826159616,2896011264,41576529920
6295,54.233,3.353,0,724992,6848147456,11564609536,2896011264,41581568000
6296,14.530,2.714,0,32350208,6910935040,11460452352,2896011264,41619849216
6297,3.504,1.502,16384,30482432,6949662720,11417083904,2896011264,41624276992
6298,5.071,1.538,4489216,32768,6956855296,11399684096,2896011264,41634402304
6299,3.960,1.709,0,23240704,6811082752,11538612224,2896011264,41640857600
6300,4.629,0.375,0,0,6817660928,11531862016,2896011264,41640873984
6301,3.620,1.581,0,1228800,6865559552,11483922432,2896011264,41640873984
6302,0.793,1.585,0,0,6871740416,11477463040,2896011264,41641005056
6303,0.875,1.376,0,0,6872182784,11476742144,2896011264,41641177088
6304,0.668,0.960,0,0,6874431488,11474182144,2896011264,41641488384
6305,1.833,1.249,0,2310144,6811365376,11537776640,2896015360,41640898560
6306,4.581,1.333,0,0,6813138944,11535949824,2896015360,41640960000
6307,3.827,1.414,0,1265664,6871404544,11477520384,2896015360,41640984576
6308,0.416,1.583,0,0,6872502272,11476193280,2896015360,41641123840
6309,0.624,1.082,0,0,6867869696,11481202688,2896015360,41641119744
6310,0.334,0.792,0,552960,6865915904,11483598848,2896015360,41641152512
6311,0.333,1.251,0,0,6866591744,11482914816,2896015360,41641160704
6312,4.288,1.665,0,724992,6896336896,11452907520,2896015360,41641209856
6313,4.653,1.620,16384,380928,6926073856,11420856320,2896015360,41641230336
6314,1.788,1.081,49152,14893056,6934548480,11411828736,2896015360,41641562112
6315,5.169,1.501,0,188416,6976299008,11370131456,2896015360,41641377792
6316,4.908,1.747,0,0,7035805696,11310546944,2896015360,41641381888
6317,3.042,2,0,12288,7067742208,11278635008,2896015360,41641390080
6318,3.203,1.955,0,0,7101071360,11245293568,2896015360,41641402368
6319,3.326,0.624,0,0,7129821184,11216502784,2896015360,41641402368
6320,2.920,1.710,0,118784,7163092992,11183235072,2896015360,41641406464
6321,3.661,1.622,0,0,7189671936,11156664320,2896015360,41641414656
6322,3.048,1.795,0,0,7212625920,11133648896,2896015360,41641418752
6323,4.420,2.002,0,2600960,6786609152,11559682048,2896015360,41641439232
6324,4.430,0.710,0,8601600,6852128768,11494129664,2896015360,41641451520
6325,5.417,1.583,0,20480,6895390720,11450494976,2896015360,41641463808
6326,4.942,1.827,0,0,6942736384,11403091968,2896015360,41641463808
6327,6.515,1.826,0,335872,6994915328,11350970368,2896015360,41641463808
6328,4.971,1.367,0,0,7055683584,11290202112,2896015360,41641463808
6329,3.085,1.167,0,5398528,7087124480,11258761216,2896015360,41641463808
6330,3.951,1.564,0,0,7120654336,11225202688,2896015360,41641476096
6331,3.202,1.705,0,0,7153582080,11192274944,2896015360,41641476096
6332,3.243,1.746,0,122880,7184998400,11160850432,2896015360,41641492480
6333,3.616,1.164,0,0,7211499520,11134332928,2896015360,41641492480
6334,3.607,1.410,0,8192,7228547072,11117297664,2896015360,41641496576
6335,4.853,2.406,0,286720,6816739328,11529183232,2896015360,41641508864
6336,5.452,1.694,0,0,6877708288,11468144640,2896015360,41641512960
6337,5.359,1.786,0,12288,6928125952,11417534464,2896015360,41641517056
6338,5.023,1.204,0,36864,6786564096,11559059456,2896015360,41641521152
6339,5.073,1.663,0,4096,6829928448,11515727872,2896015360,41641537536
6340,4.581,1.666,0,143360,6893174784,11452448768,2896015360,41641537536
6341,5.127,1.792,0,0,6940004352,11405541376,2896015360,41641541632
6342,7.395,1.579,0,122880,6976143360,11369377792,2896015360,41641541632
6343,11.190,0.832,0,1593344,7011446784,11333771264,2896015360,41641623552
6344,9.743,1.493,0,2899968,7043788800,11300765696,2896019456,41642029056
6345,8.344,1.743,0,1253376,6920548352,11423584256,2896019456,41642221568
6346,7.277,2.079,0,0,6880980992,11463233536,2896019456,41642229760
6347,7.039,1.583,0,16384,6943916032,11400237056,2896019456,41642242048
6348,8.046,0.830,0,0,6988693504,11355308032,2896019456,41642246144
6349,7.667,1.608,0,167936,7027789824,11316174848,2896019456,41642250240
6350,5.943,2.105,0,1142784,6853398528,11490541568,2896019456,41642258432
6351,5.110,1.745,0,0,6929645568,11414282240,2896019456,41642262528
6352,5.329,1.832,0,0,6971686912,11372228608,2896019456,41642266624
6353,5.919,0.709,0,147456,7007563776,11336122368,2896019456,41642274816
6354,6.022,1.744,0,1564672,7038951424,11304570880,2896019456,41642364928
6355,4.593,1.712,0,2334720,7071027200,11272355840,2896019456,41642348544
6356,3.466,1.754,0,1540096,7099277312,11243843584,2896019456,41642504192
6357,4.483,1.411,0,1286144,7133122560,11209867264,2896019456,41642668032
6358,4.127,1.042,0,1585152,7155720192,11186872320,2896019456,41642991616
6359,4.043,1.751,0,1748992,7180374016,11162423296,2896019456,41642647552
6360,3.840,1.711,0,2465792,7211302912,11131281408,2896023552,41642889216
6361,4.288,1.665,0,561152,7252930560,11089510400,2896023552,41642999808
6362,5.239,1.164,0,278528,7302184960,11040161792,2896023552,41643036672
6363,3.705,1.499,0,1613824,7304880128,11037241344,2896023552,41643212800
6364,4.913,1.540,0,5754880,7307608064,11034681344,2896023552,41642946560
6365,3.822,1.703,0,2617344,7315304448,11026763776,2896023552,41643159552
6366,2.923,1.628,0,1662976,7317864448,11023822848,2896023552,41643417600
6367,3.870,0.749,0,1728512,7320883200,11021099008,2896027648,41643077632
6368,2.996,1.457,0,2273280,7322402816,11019407360,2896027648,41643241472
6369,3.787,1.789,0,1503232,7324688384,11017113600,2896027648,41643134976
6370,4.525,1.453,0,659456,7329292288,11012493312,2896027648,41643151360
6371,4.619,2.081,0,176128,6872064000,11469758464,2896027648,41643180032
6372,4.823,0.790,0,0,6947667968,11394125824,2896027648,41643184128
6373,5.123,1.583,0,0,6986235904,11355545600,2896027648,41643196416
6374,4.960,1.501,0,2555904,7026642944,11315097600,2896027648,41643196416
6375,4.996,1.707,0,2453504,7050563584,11290673152,2896027648,41643249664
6376,6.159,1.207,0,2265088,7073894400,11267026944,2896031744,41643544576
6377,4.415,1.208,0,2641920,7105765376,11234271232,2896035840,41644244992
6378,3.385,1.630,0,2240512,7125708800,11213627392,2896035840,41644847104
6379,5.042,1.500,0,2002944,7147118592,11192451072,2896035840,41644621824
6380,3.068,1.741,0,2609152,7159177216,11179413504,2896039936,41645514752
6381,5.489,1.040,0,2150400,7187607552,11150245888,2896044032,41646190592
6382,2.337,1.419,0,2535424,7205851136,11131478016,2896048128,41646546944
6383,3.121,1.873,0,2592768,7218757632,11117969408,2896048128,41647132672
6384,2.961,1.543,0,2076672,7234822144,11101741056,2896052224,41647185920
6385,3.125,2,0,2527232,7253704704,11081678848,2896052224,41648234496
6386,2.546,0.751,0,4128768,7258152960,11076759552,2896052224,41648697344
6387,3.869,1.581,0,2818048,7270555648,11064094720,2896056320,41648848896
6388,3.372,1.790,0,2400256,7286968320,11046981632,2896056320,41649573888
6389,4.328,1.831,0,2322432,7305891840,11027136512,2896056320,41650405376
6390,4.519,1.617,0,2940928,7318003712,11014823936,2896056320,41650573312
6391,3.129,0.668,0,2449408,7333666816,10998411264,2896056320,41651273728
6392,3.425,1.754,0,2187264,7354114048,10977787904,2896060416,41651412992
6393,4.182,1.464,0,2383872,7362064384,10968997888,2896064512,41652166656
6394,3.821,2.076,0,2506752,7368368128,10961989632,2896064512,41652813824
6395,4.960,1.292,0,3006464,7371870208,10958163968,2896064512,41653039104
6396,3.463,0.918,0,3248128,7373234176,10955829248,2896064512,41654050816
6397,5.899,1.662,0,1937408,7381426176,10946260992,2896064512,41655353344
6398,4.621,1.582,0,1245184,7387295744,10939465728,2896064512,41656262656
6399,4.790,1.833,0,1253376,7392018432,10933227520,2896064512,41657778176
6400,4.419,1.334,0,2187264,7398252544,10926235648,2896064512,41658527744
6401,3.192,1.285,0,2686976,7400714240,10923446272,2896064512,41658748928
6402,2.588,1.795,0,2449408,7402188800,10921099264,2896064512,41659531264
6403,3.739,1.911,0,2564096,7405740032,10916728832,2896064512,41660284928
6404,2.707,1.708,0,2965504,7412793344,10909728768,2896072704,41660231680
6405,2.762,0.795,0,1957888,7413702656,10907787264,2896076800,41661136896
6406,5.539,1.736,0,9252864,7413092352,10907820032,2896076800,41661591552
6407,2.827,1.580,0,2756608,7413899264,10906705920,2896076800,41661898752
6408,3.005,1.544,0,2654208,7414730752,10905079808,2896076800,41662668800
6409,4.726,1.783,0,2691072,7412043776,10907500544,2896089088,41662873600
6410,2.668,0.625,0,2412544,7412457472,10906230784,2896089088,41663664128
6411,4.010,1.754,0,4841472,7413968896,10904555520,2896089088,41663721472
6412,2.584,1.667,0,2719744,7415046144,10902568960,2896089088,41664630784
6413,2.955,1.623,0,2375680,7417417728,10899623936,2896089088,41665204224
6414,6.769,1.661,0,2400256,7426363392,10871140352,2896093184,41684688896
6415,2.292,0.708,0,21417984,7427092480,10870235136,2896097280,41684819968
6416,5.775,1.454,0,6062080,7429799936,10866667520,2896097280,41685639168
6417,2.417,1.583,0,2650112,7432720384,10863570944,2896097280,41685848064
6418,3.690,1.493,0,2281472,7436210176,10859286528,2896097280,41686601728
6419,3.241,1.579,0,3309568,7437860864,10857672704,2896101376,41686544384
6420,3.208,1.167,0,2502656,7439720448,10854703104,2896101376,41687613440
6421,4.090,1.503,0,3903488,7436173312,10857201664,2896101376,41688653824
6422,5.772,1.703,0,1253376,7438700544,10853531648,2896101376,41689812992
6423,6.029,1.788,0,1871872,7442219008,10848452608,2896101376,41691242496
6424,4,1.125,0,663552,7446646784,10842857472,2896101376,41692352512
6425,4.693,1.827,0,626688,6954733568,11334754304,2896101376,41692368896
6426,4.545,1.626,0,4071424,7021826048,11267637248,2896101376,41692368896
6427,5.405,1.538,0,24576,7061114880,11228319744,2896101376,41692372992
6428,5.936,1.826,0,167936,7100846080,11188563968,2896101376,41692372992
6429,5.586,0.917,0,1536000,7143510016,11146313728,2896101376,41691942912
6430,4.900,1.744,0,847872,6891544576,11370741760,2896101376,41719332864
6431,1.417,1.501,0,4833280,6899277824,11363016704,2896101376,41719345152
6432,0.333,1.209,0,0,6900170752,11362119680,2896101376,41719349248
6433,0.250,1.376,0,0,6901530624,11360768000,2896101376,41719349248
6434,0.375,0.375,0,0,6901964800,11360325632,2896101376,41719357440
6435,0.167,1.126,0,413696,6901751808,11360534528,2896101376,41719361536
6436,0.333,1.501,0,0,6902128640,11360133120,2896101376,41719369728
6437,0.293,1.379,0,4554752,6901645312,11360624640,2896101376,41719369728
6438,0.292,1.083,0,0,6902054912,11360210944,2896101376,41719373824
6439,0.292,0.417,0,0,6902108160,11360157696,2896101376,41719373824
6440,0.500,1.333,0,643072,6901669888,11360595968,2896101376,41719373824
6441,2.700,1.911,0,33435648,6885388288,11384373248,2896105472,41719316480
6442,4.674,3.088,0,17375232,6127759360,12138209280,2896105472,41726763008
6443,1.833,1.874,16384,3584000,6037610496,12233793536,2896109568,41726672896
6444,3.331,3.039,0,2711552,6017421312,12544253952,2896109568,41445359616
6445,3.918,2.501,0,28065792,6019973120,12514291712,2896109568,41472741376
6446,9.817,6.656,0,8380416,6176460800,12354838528,2896113664,41474367488
6447,15.330,3.282,0,978944,6250160128,12266070016,2896113664,41485787136
6448,18.424,1.542,0,974848,6378541056,12132413440,2896117760,41490153472
6449,27.536,4.058,0,24522752,6549581824,11958075392,2896117760,41490624512
6450,34.087,4.020,0,78372864,6685962240,11799502848,2896117760,41510907904
6451,50.188,5.085,0,12759040,6884491264,11489464320,2896117760,41620193280
6452,14.718,2.570,0,479232,6944083968,11415478272,2896117760,41631809536
6453,6.894,1.495,0,22290432,6976798720,11370700800,2896117760,41642143744
6454,4.447,1.995,16384,1187840,6812602368,11534532608,2896117760,41642168320
6455,4.786,1.540,4390912,36864,6860394496,11486932992,2896117760,41641951232
6456,1.042,1.709,98304,1327104,6864510976,11482222592,2896117760,41642283008
6457,0.543,1.169,0,0,6847053824,11499642880,2896117760,41642336256
6458,0.375,0.458,0,0,6846857216,11499769856,2896117760,41642405888
6459,0.417,1.335,0,0,6848077824,11498483712,2896117760,41642471424
6460,0.500,1.460,0,0,6848348160,11498196992,2896117760,41642487808
6461,0.375,1.377,0,1441792,6848008192,11498532864,2896117760,41642491904
6462,0.500,0.750,0,0,6849310720,11497037824,2896117760,41642708992
6463,0.417,1.043,0,4096,6849499136,11496792064,2896117760,41642766336
6464,0.458,1.208,0,0,6849523712,11496734720,2896117760,41642848256
6465,0.749,1.498,0,12288,6847037440,11499532288,2896117760,41642864640
6466,2.421,2.003,0,2281472,6782177280,11565297664,2896117760,41642283008
6467,4.415,0.541,0,0,6799630336,11547848704,2896117760,41642287104
6468,3.570,1.121,0,1253376,6837583872,11509874688,2896117760,41642299392
6469,0.709,1.544,0,0,6815850496,11531530240,2896117760,41642319872
6470,0.292,1.417,0,0,6810206208,11537158144,2896117760,41642319872
6471,0.250,1.334,0,0,6811443200,11535929344,2896117760,41642319872
6472,0.250,0.209,0,0,6810574848,11536764928,2896117760,41642328064
6473,0.334,1.293,0,102400,6811013120,11536252928,2896117760,41642328064
6474,0.417,1.250,0,0,6810763264,11536543744,2896117760,41642328064
6475,0.292,1.251,0,12288,6810411008,11536891904,2896117760,41642332160
6476,0.250,1.252,0,0,6809206784,11538096128,2896117760,41642332160
6477,0.208,0.500,0,0,6809399296,11537911808,2896117760,41642332160
6478,0.292,1.376,0,65536,6809223168,11538092032,2896117760,41642336256
6479,0.459,1.251,0,0,6808543232,11538771968,2896117760,41642336256
6480,0.209,1.377,0,2478080,6808231936,11539075072,2896117760,41642340352
6481,0.250,0.916,0,0,6808846336,11538460672,2896117760,41642340352
6482,0.334,0.709,0,0,6807461888,11539820544,2896117760,41642348544
6483,0.250,1.376,0,282624,6806986752,11540275200,2896117760,41642352640
6484,2.838,1.503,0,659456,6836453376,11510067200,2896117760,41642414080
6485,4.788,1.749,0,5976064,6896435200,11448569856,2896117760,41642430464
6486,1.879,1.086,65536,11948032,6907965440,11435864064,2896117760,41642901504
6487,4.239,1.413,0,3612672,6929190912,11414675456,2896117760,41642594304
6488,4.990,1.871,0,0,6998691840,11345174528,2896117760,41642602496
6489,3.782,1.704,0,0,7031668736,11312160768,2896117760,41642614784
