Second,total_cpu_usage_usr,total_cpu_usage_sys,disk_read,disk_write,mem_used,mem_free,mem_buff,mem_cach
1153,2.332,0.791,0,0,6705803264,11737632768,2892505088,41586450432
1154,0.666,1.333,0,81920,6706540544,11736879104,2892505088,41586507776
1155,0.375,1.501,0,16384,6707773440,11735601152,2892505088,41586536448
1156,0.459,1.377,0,0,6708830208,11734237184,2892505088,41586745344
1157,0.417,0.459,0,0,6708486144,11734634496,2892505088,41586774016
1158,0.667,1.460,0,0,6706937856,11736297472,2892505088,41586892800
1159,1.373,1.664,0,2252800,6537842688,11906138112,2892505088,41586507776
1160,4.168,1.542,0,86016,6643077120,11801071616,2892505088,41586323456
1161,4.523,1.494,0,1257472,6703497216,11740684288,2892505088,41586323456
1162,0.375,0.334,0,0,6703730688,11740389376,2892505088,41586343936
1163,0.292,1.168,0,0,6702907392,11741188096,2892505088,41586368512
1164,0.416,1.416,0,0,6702837760,11741257728,2892505088,41586368512
1165,0.250,1.418,0,28672,6703140864,11740971008,2892505088,41586368512
1166,0.540,1.039,0,114688,6703898624,11740213248,2892505088,41586368512
1167,0.292,0.500,0,0,6704316416,11739795456,2892505088,41586368512
1168,0.209,1.293,0,0,6703509504,11740581888,2892505088,41586372608
1169,0.250,1.459,0,0,6701694976,11742380032,2892505088,41586372608
1170,0.209,1.335,0,0,6699237376,11744833536,2892505088,41586376704
1171,0.250,0.875,0,3883008,6699802624,11744276480,2892505088,41586376704
1172,0.209,0.793,0,237568,6699675648,11744403456,2892505088,41586376704
1173,0.250,1.376,0,0,6699941888,11744137216,2892505088,41586376704
1174,0.375,1.251,0,0,6699937792,11744165888,2892505088,41586376704
1175,3.748,1.666,0,712704,6753660928,11689459712,2892513280,41586442240
1176,4.663,0.833,16384,5824512,6797127680,11644379136,2892513280,41586450432
1177,1.667,1.208,49152,13541376,6801342464,11639242752,2892525568,41587113984
1178,4.917,1.833,0,1572864,6841040896,11599843328,2892525568,41586610176
1179,4.547,1.669,0,0,6908301312,11532570624,2892525568,41586614272
1180,2.917,2,0,0,6937522176,11503345664,2892525568,41586618368
1181,3.126,0.959,0,16384,6967984128,11472838656,2892525568,41586630656
1182,2.755,1.753,0,0,7000104960,11440713728,2892525568,41586634752
1183,3.922,1.752,0,86016,7049531392,11384487936,2892525568,41593442304
1184,8.010,1.734,0,0,7086292992,11347316736,2892525568,41593778176
1185,5.006,1.585,0,253952,7089623040,11351117824,2892533760,41586647040
1186,4.040,1.166,0,532480,6653976576,11786657792,2892533760,41586683904
1187,4.865,1.746,0,5730304,6724952064,11715563520,2892533760,41586692096
1188,5.724,1.576,0,0,6769471488,11670945792,2892533760,41586700288
1189,4.821,1.704,0,0,6819569664,11620794368,2892533760,41586712576
1190,6.442,1.247,0,98304,6872436736,11567923200,2892533760,41586716672
1191,4.540,1.041,0,8409088,6933508096,11506851840,2892533760,41586716672
1192,2.960,1.834,0,0,6966235136,11473977344,2892533760,41586847744
1193,2.838,1.669,0,0,6999666688,11440558080,2892533760,41586851840
1194,3.365,1.579,0,0,7031623680,11408625664,2892533760,41586851840
1195,2.923,1.086,0,303104,7061958656,11378257920,2892533760,41586851840
1196,3.545,1.084,0,0,7086018560,11354189824,2892533760,41586860032
1197,3.454,1.831,0,0,7100096512,11340120064,2892533760,41586860032
1198,5.198,2.847,0,167936,6699483136,11740700672,2892533760,41586860032
1199,4.861,1.745,0,0,6761013248,11679113216,2892533760,41586860032
1200,5.294,0.709,0,0,6804312064,11635564544,2892533760,41586864128
1201,5.371,1.665,0,151552,6646194176,11793592320,2892533760,41586880512
1202,5.696,2.079,0,0,6709678080,11730112512,2892533760,41586888704
1203,4.466,1.586,0,0,6769008640,11670663168,2892533760,41586896896
1204,5.816,1.745,0,1331200,6814998528,11624230912,2892533760,41587118080
1205,7.747,0.541,0,258048,6846197760,11592867840,2892533760,41587175424
1206,6.063,1.910,0,1544192,6873571328,11565215744,2892533760,41587388416
1207,5.428,1.879,0,2785280,6902714368,11535581184,2892533760,41587642368
1208,4.297,1.669,0,1150976,6928166912,11509858304,2892533760,41587757056
1209,5.263,1.741,0,110592,6729396224,11708485632,2892533760,41587843072
1210,4.344,0.919,0,0,6787387392,11650486272,2892533760,41587851264
1211,5.802,1.865,0,0,6830854144,11606929408,2892533760,41587851264
1212,6.027,1.621,0,131072,6867898368,11569655808,2892533760,41587875840
1213,5.689,1.910,0,147456,6684893184,11752648704,2892533760,41587892224
1214,4.861,1.246,0,0,6753857536,11683774464,2892533760,41587896320
1215,4.714,1.252,0,32768,6799974400,11637645312,2892533760,41587900416
1216,5.510,1.740,0,0,6850224128,11587252224,2892533760,41587920896
1217,5.472,1.671,0,1896448,6888300544,11549159424,2892537856,41587916800
1218,5.429,1.989,0,663552,6672379904,11737640960,2892537856,41615294464
1219,1.082,0.624,0,0,6679486464,11730403328,2892537856,41615450112
1220,0.292,0.876,0,0,6678564864,11731324928,2892537856,41615450112
1221,0.292,1.335,0,0,6678429696,11731460096,2892537856,41615450112
1222,0.334,1.252,0,25088000,6678827008,11731255296,2892537856,41615273984
1223,0.375,1.500,0,0,6679326720,11730751488,2892537856,41615278080
1224,0.292,0.376,0,0,6679072768,11730997248,2892537856,41615278080
1225,0.250,1.126,0,36864,6679052288,11731021824,2892537856,41615282176
1226,0.500,1.332,0,0,6679633920,11730452480,2892537856,41615286272
1227,0.747,1.370,0,4538368,6679638016,11730391040,2892537856,41615286272
1228,0.584,1.292,0,610304,6679912448,11730153472,2892537856,41615290368
1229,3.837,1.793,0,2789376,6624735232,11791515648,2892537856,41615380480
1230,3.589,3.255,20480,11665408,5970538496,12443549696,2892541952,41622892544
1231,1.414,1.830,0,868352,5967351808,12449337344,2892541952,41622872064
1232,3.379,3.421,0,2170880,5873606656,12775190528,2892541952,41397948416
1233,4.366,2.245,0,30117888,5874143232,12747182080,2892541952,41425260544
1234,11.258,6.333,0,6123520,5978451968,12640628736,2892541952,41425784832
1235,19.609,3.282,4096,1990656,6127378432,12474925056,2892546048,41438490624
1236,21.414,4.116,0,22093824,6243876864,12349456384,2892546048,41444331520
1237,30.859,3.211,8192,42885120,6502989824,12105093120,2892558336,41427767296
1238,31.958,4.583,8192,49147904,6657941504,11802390528,2892566528,41572503552
1239,51.091,3.146,0,1122304,6820990976,11629076480,2892574720,41580343296
1240,11.245,2.332,16384,364544,6845345792,11589341184,2892574720,41594773504
1241,4.705,1.857,0,23121920,6697754624,11736711168,2892574720,41594757120
1242,4.919,1.584,4489216,32768,6711386112,11723149312,2892574720,41594544128
1243,2.668,1.042,0,1277952,6745092096,11689054208,2892574720,41594769408
1244,0.917,1.084,0,0,6751752192,11682246656,2892574720,41594810368
1245,1.041,1.207,0,20480,6722666496,11710881792,2892574720,41595244544
1246,0.914,1.455,0,0,6722809856,11710619648,2892574720,41595387904
1247,3,1.833,0,2322432,6659620864,11774132224,2892574720,41594826752
1248,4.456,0.791,0,0,6681108480,11752558592,2892574720,41594839040
1249,2.458,1.167,0,1245184,6719438848,11714220032,2892574720,41594847232
1250,0.500,1.458,0,0,6720602112,11713069056,2892574720,41594859520
1251,0.956,1.413,0,0,6719668224,11713982464,2892574720,41594880000
1252,0.459,1.334,0,0,6720430080,11713212416,2892574720,41594880000
1253,0.334,0.251,0,0,6715457536,11718893568,2892574720,41594880000
1254,2.247,1.540,0,557056,6733873152,11700043776,2892591104,41594929152
1255,4.504,1.710,0,282624,6771462144,11660931072,2892591104,41594953728
1256,2.581,1.624,1077248,12591104,6779584512,11652050944,2892591104,41594998784
1257,4.485,1.412,32768,3928064,6798647296,11632762880,2892591104,41595076608
1258,4.831,1.249,0,0,6868045824,11563212800,2892591104,41595105280
1259,3.583,1.750,0,0,6903758848,11527483392,2892591104,41595121664
1260,3.040,1.791,0,139264,6927822848,11503493120,2892591104,41595121664
1261,3.040,1.791,0,0,6966042624,11465175040,2892591104,41595138048
1262,2.956,1.249,0,0,7001907200,11429318656,2892591104,41595138048
1263,2.925,1.254,0,0,7031173120,11400105984,2892591104,41595142144
1264,3.867,1.663,0,561152,7053160448,11378016256,2892591104,41595162624
1265,3.711,2.419,0,552960,6616997888,11814100992,2892591104,41595199488
1266,4.900,1.786,0,5697536,6683549696,11747393536,2892599296,41595199488
1267,5.085,1.000,0,2277376,6729367552,11701415936,2892599296,41595211776
1268,5.217,1.325,0,0,6780067840,11650457600,2892599296,41595346944
1269,6.398,1.703,0,290816,6831525888,11599024128,2892599296,41595346944
1270,4.295,1.710,0,12288,6897000448,11533516800,2892599296,41595346944
1271,3.445,1.702,0,0,6929936384,11500531712,2892599296,41595346944
1272,2.842,0.878,0,5431296,6960898048,11469570048,2892599296,41595346944
1273,2.715,1.462,0,0,6992113664,11438399488,2892599296,41595351040
1274,3.206,1.873,0,143360,7022845952,11407613952,2892599296,41595355136
1275,3.577,1.955,0,20480,7045357568,11385139200,2892599296,41595359232
1276,3.504,1.293,0,0,7057612800,11372851200,2892599296,41595359232
1277,4.341,1.419,0,258048,6659452928,11771011072,2892599296,41595367424
1278,4.979,1.784,0,0,6720761856,11709554688,2892599296,41595367424
1279,5.324,1.622,0,0,6763646976,11666452480,2892599296,41595371520
1280,5.643,1.701,0,49152,6615871488,11814129664,2892599296,41595387904
1281,4.904,1.829,0,167936,6675111936,11754848256,2892599296,41595396096
1282,4.663,0.791,0,884736,6730723328,11699179520,2892603392,41595400192
1283,5.449,1.789,0,0,6779281408,11650502656,2892603392,41595404288
1284,8.645,1.829,0,360448,6828687360,11601080320,2892603392,41595420672
1285,6.354,1.786,0,1703936,6849273856,11580104704,2892607488,41595625472
1286,5.909,1.290,0,1515520,6879248384,11549945856,2892607488,41595817984
1287,8,1,0,2146304,6912090112,11516735488,2892607488,41596063744
1288,6.977,2.243,0,4096,6709964800,11718897664,2892607488,41596092416
1289,6.941,1.953,0,0,6773407744,11655385088,2892607488,41596096512
1290,8.892,1.572,0,16384,6825525248,11603120128,2892607488,41596112896
1291,8.077,0.999,0,172032,6862352384,11566292992,2892607488,41596112896
1292,7.458,1.792,0,180224,6679007232,11749625856,2892607488,41596141568
1293,5.939,1.703,0,0,6744268800,11684331520,2892607488,41596149760
1294,5.217,1.739,0,0,6787420160,11641176064,2892607488,41596153856
1295,5.336,1.751,0,20480,6839373824,11589058560,2892607488,41596162048
1296,5.454,0.833,0,663552,6869237760,11559186432,2892607488,41596178432
1297,7.794,1.534,0,2641920,6903357440,11525144576,2892607488,41595969536
1298,3.965,1.711,0,2314240,6933458944,11494682624,2892619776,41596276736
1299,4.174,1.669,0,1277952,6968795136,11458998272,2892627968,41596551168
1300,4.904,1.704,0,1687552,6994038784,11433340928,2892632064,41596870656
1301,3.708,1,0,1855488,7030185984,11397509120,2892632064,41596514304
1302,3.702,1.622,0,2424832,7064473600,11362983936,2892636160,41596698624
1303,4.740,1.705,0,782336,7107514368,11319787520,2892636160,41596854272
1304,4.887,1.713,0,172032,7157248000,11269988352,2892636160,41596878848
1305,4.168,1.751,0,1626112,7160074240,11266830336,2892636160,41597128704
1306,4.008,0.835,0,6029312,7164915712,11262312448,2892636160,41596772352
1307,4.141,1.615,0,1605632,7169966080,11257004032,2892636160,41597022208
1308,3.886,1.943,0,2510848,7173263360,11253501952,2892636160,41597218816
1309,3.369,1.664,0,2146304,7177244672,11249655808,2892636160,41597009920
1310,3.501,1.167,0,2514944,7177834496,11248889856,2892636160,41597161472
1311,3.253,0.917,0,999424,7180951552,11245912064,2892636160,41597005824
1312,4.196,1.870,0,151552,7185506304,11241250816,2892636160,41597030400
1313,4.379,2.127,0,110592,6745255936,11681443840,2892636160,41597169664
1314,5.263,1.575,0,0,6809812992,11616862208,2892636160,41597177856
1315,5.287,1.457,0,0,6853566464,11573026816,2892636160,41597210624
1316,5.408,1.123,0,2482176,6887084032,11539509248,2892636160,41597210624
1317,5.294,1.751,0,782336,6928973824,11497574400,2892636160,41597313024
1318,4.719,2.111,0,1798144,6700728320,11698343936,2892636160,41624760320
1319,0.292,1.292,0,0,6702010368,11697053696,2892636160,41624768512
1320,0.376,0.459,0,16384,6702153728,11696836608,2892636160,41624768512
1321,0.208,1.125,0,0,6702514176,11696476160,2892636160,41624768512
1322,0.375,1.251,0,0,6702489600,11696500736,2892636160,41624768512
1323,0.292,1.419,0,27983872,6703030272,11695960064,2892636160,41624768512
1324,0.666,1.332,0,757760,6702657536,11696340992,2892636160,41624772608
1325,0.292,0.334,0,12288,6702084096,11696914432,2892636160,41624772608
1326,0.292,1.251,0,606208,6700634112,11698356224,2892636160,41624780800
1327,0.417,1.167,0,0,6700179456,11698810880,2892636160,41624780800
1328,0.417,1.334,0,212992,6704066560,11694923776,2892636160,41624780800
1329,4.473,3.177,0,3907584,5994176512,12413255680,2892644352,41624752128
1330,3.147,2.350,16384,3174400,5967495168,12446027776,2892644352,41624555520
1331,0.333,1.251,0,0,5967138816,12446789632,2892644352,41624559616
1332,0.501,1.587,0,20480,5882146816,12531994624,2892644352,41624346624
1333,4.813,3.071,0,2658304,5862182912,12757602304,2892644352,41426104320
1334,5.646,2.342,0,34406400,5885980672,12733493248,2892648448,41426391040
1335,11.561,6.761,0,3493888,6053986304,12554199040,2892652544,41432793088
1336,19.909,3.567,0,52305920,6234087424,12352917504,2892656640,41451073536
1337,22.585,3.799,4096,7892992,6387486720,12220538880,2892660736,41428627456
1338,32.429,3.798,0,47370240,6513258496,12055412736,2892660736,41465466880
1339,41.392,4.293,0,7733248,6690017280,11656413184,2892660736,41683206144
1340,45.159,2.922,20480,983040,6818250752,11625594880,2892668928,41584930816
1341,5.528,1.746,3178496,380928,6836342784,11596914688,2892668928,41595338752
1342,3.662,1.748,1310720,23195648,6685679616,11746955264,2892668928,41595699200
1343,5.023,1.702,0,0,6708776960,11723685888,2892668928,41595723776
1344,2.461,0.668,0,1261568,6743719936,11688431616,2892668928,41595744256
1345,0.958,1.208,0,12288,6714949632,11716919296,2892668928,41595994112
1346,0.917,1.418,0,0,6717190144,11714408448,2892668928,41596256256
1347,0.710,1.504,0,2084864,6546419712,11885477888,2892668928,41595990016
1348,4.087,1.710,0,200704,6657032192,11774902272,2892668928,41595789312
1349,4.252,0.542,0,0,6713044992,11718889472,2892668928,41595797504
1350,0.750,1.458,0,1249280,6716829696,11715108864,2892668928,41595801600
1351,0.417,1.377,0,0,6717775872,11714138112,2892668928,41595826176
1352,0.499,1.332,0,0,6717734912,11714060288,2892668928,41595838464
1353,0.334,1.126,0,1003520,6714507264,11717615616,2892668928,41595834368
1354,0.208,0.625,0,0,6712197120,11720400896,2892668928,41595834368
1355,2.663,1.831,0,724992,6739484672,11692556288,2892668928,41595883520
1356,5.071,1.247,0,4096,6771232768,11659075584,2892668928,41595895808
1357,2.250,1.792,65536,12447744,6782730240,11647021056,2892673024,41595990016
1358,4.794,1.167,0,3006464,6814011392,11615600640,2892673024,41596063744
1359,4.699,1.040,0,0,6874615808,11554951168,2892673024,41596067840
1360,4.065,1.701,0,0,6911729664,11517882368,2892673024,41596080128
1361,3.239,1.869,0,0,6946131968,11483512832,2892673024,41596088320
1362,3.119,1.830,0,12288,6976544768,11453095936,2892673024,41596092416
1363,3.292,0.958,0,90112,7007195136,11422445568,2892673024,41596092416
1364,3.001,1.209,0,0,7037419520,11392217088,2892673024,41596096512
1365,4.310,1.533,0,12288,7061643264,11367858176,2892673024,41596100608
1366,4.923,2.441,0,516096,6624755712,11804749824,2892673024,41596121088
1367,5.089,1.614,0,7229440,6691151872,11738210304,2892673024,41596149760
1368,5.357,0.872,0,0,6738567168,11690672128,2892673024,41596157952
1369,4.578,1.665,0,0,6790713344,11638321152,2892673024,41596166144
1370,5.931,1.783,0,208896,6837628928,11591397376,2892673024,41596174336
1371,4.863,1.787,0,0,6902390784,11526610944,2892673024,41596174336
1372,3.454,1.623,0,5607424,6934552576,11494375424,2892673024,41596174336
1373,3.039,0.708,0,0,6965706752,11463204864,2892673024,41596174336
1374,3.407,1.870,0,0,6996570112,11432374272,2892673024,41596174336
1375,2.999,2.082,0,212992,7026323456,11402555392,2892673024,41596182528
1376,3.336,1.710,0,0,7056244736,11372634112,2892673024,41596182528
1377,3.218,1.170,0,4096,7074017280,11354890240,2892673024,41596186624
1378,4.699,1.705,0,233472,6658723840,11770150912,2892673024,41596317696
1379,4.619,1.623,0,0,6724337664,11704479744,2892673024,41596317696
1380,4.960,1.792,0,0,6775554048,11652939776,2892673024,41596321792
1381,5.399,1.412,0,8192,6797000704,11631476736,2892673024,41596338176
1382,4.825,1.705,0,45056,6674702336,11753852928,2892673024,41596342272
1383,4.627,1.417,0,987136,6737346560,11691126784,2892673024,41596342272
1384,5.048,1.752,0,577536,6784315392,11643940864,2892673024,41596354560
1385,6.208,1.667,0,155648,6804893696,11623309312,2892673024,41596383232
1386,9.673,1.902,0,1609728,6841651200,11586318336,2892677120,41596432384
1387,5.373,0.666,0,1552384,6870880256,11556470784,2892677120,41596821504
1388,4.881,1.502,0,2146304,6900477952,11526619136,2892677120,41597034496
1389,5.313,2.242,0,94208,6705205248,11721875456,2892677120,41597042688
1390,4.413,1.832,0,0,6769872896,11657121792,2892677120,41597046784
1391,5.602,1.909,0,0,6815047680,11611856896,2892677120,41597054976
1392,5.632,0.501,0,172032,6853677056,11573141504,2892677120,41597059072
1393,5.121,2.082,0,180224,6668730368,11758067712,2892677120,41597095936
1394,4.746,1.665,0,0,6736781312,11690012672,2892677120,41597091840
1395,4.911,1.457,0,16384,6784339968,11642445824,2892677120,41597100032
1396,5.278,1.579,0,0,6834659328,11591999488,2892677120,41597112320
1397,5.447,0.832,0,671744,6864232448,11562323968,2892677120,41597190144
1398,9.403,1.947,0,3088384,6891778048,11534856192,2892685312,41596964864
1399,7.575,1.738,0,1224704,6927081472,11499380736,2892685312,41597087744
1400,7.635,1.867,0,2322432,6957998080,11467812864,2892685312,41597566976
1401,5.863,1.164,0,1585152,6980915200,11444625408,2892685312,41597755392
1402,4.285,1.206,0,1593344,7008153600,11417530368,2892685312,41597571072
1403,3.625,1.708,0,2682880,7037186048,11388514304,2892685312,41597579264
1404,4.315,1.577,0,634880,7081435136,11343962112,2892685312,41597816832
1405,5.931,2.032,0,225280,7131926528,11293315072,2892685312,41597833216
1406,4.111,1.163,0,1429504,7135191040,11289899008,2892685312,41597943808
1407,5.033,1.165,0,6287360,7142834176,11282432000,2892685312,41597751296
1408,3.670,1.710,0,2445312,7146835968,11278131200,2892685312,41597992960
1409,3.728,1.657,0,1675264,7149637632,11275116544,2892689408,41598226432
1410,3.086,1.626,0,1929216,7153303552,11271737344,2892697600,41597898752
1411,3.254,0.668,0,1232896,7150514176,11274293248,2892697600,41598124032
1412,3.378,1.626,0,2359296,7153471488,11271467008,2892701696,41597947904
1413,4.045,1.585,0,917504,7158292480,11266605056,2892701696,41597988864
1414,4.732,2.366,0,196608,6719463424,11705409536,2892701696,41597997056
1415,4.886,1.988,0,16384,6788071424,11636756480,2892701696,41598001152
1416,5.414,0.583,0,0,6826393600,11598229504,2892701696,41598009344
1417,5.574,1.747,0,2527232,6866075648,11558547456,2892701696,41598017536
1418,4.881,1.669,0,1437696,6909583360,11514945536,2892709888,41598103552
1419,4.073,2.286,0,552960,6680215552,11716825088,2892713984,41625559040
1420,0.250,0.876,0,0,6680367104,11716673536,2892713984,41625559040
1421,0.416,0.624,0,0,6681075712,11716030464,2892713984,41625575424
1422,0.334,1.294,0,16384,6680911872,11716177920,2892713984,41625583616
1423,0.375,1.293,0,4096,6681501696,11715588096,2892713984,41625583616
1424,0.334,1.336,0,23924736,6681268224,11715817472,2892713984,41625587712
1425,0.417,0.625,0,16384,6681612288,11715473408,2892713984,41625587712
1426,0.250,0.960,0,0,6682595328,11714490368,2892713984,41625587712
1427,0.292,1.251,0,573440,6681190400,11715891200,2892713984,41625591808
1428,0.375,1.334,0,0,6681554944,11715534848,2892713984,41625591808
1429,0.292,1.417,0,4407296,6684086272,11712843776,2892713984,41625726976
1430,4.814,2.302,0,4239360,5998886912,12405649408,2892713984,41626001408
1431,3.145,2.725,16384,3305472,5973864448,12438237184,2892713984,41625632768
1432,3.329,2.913,0,2535424,5858209792,12785221632,2892713984,41400803328
1433,4.564,2.697,0,29618176,5878968320,12738699264,2892713984,41427349504
1434,10.579,6.914,0,6160384,6027673600,12587274240,2892713984,41428959232
1435,16.827,2.721,0,15843328,6125862912,12477276160,2892713984,41436311552
1436,20.774,4.288,0,30740480,6226780160,12356796416,2892718080,41452957696
1437,34.358,3.781,0,5185536,6459842560,12143992832,2892718080,41430556672
1438,43.882,6.263,0,1150976,6675607552,11815452672,2892718080,41539207168
1439,40.958,3.125,20480,56573952,6759714816,11693133824,2892722176,41575768064
1440,4.371,0.666,0,6742016,6785622016,11658960896,2892722176,41583886336
1441,4.750,1.292,4489216,32768,6793293824,11642449920,2892722176,41592553472
1442,4.342,2.233,4096,23183360,6648315904,11782746112,2892726272,41596764160
1443,4.827,1.373,0,0,6657978368,11772645376,2892726272,41596788736
1444,3.458,1.208,0,1757184,6704570368,11726090240,2892726272,41596801024
1445,0.792,0.583,0,16384,6709706752,11720712192,2892726272,41596952576
1446,1.450,1.409,0,0,6710423552,11719819264,2892726272,41597112320
1447,0.998,1.206,0,0,6713065472,11716853760,2892726272,41597435904
1448,2.531,1.992,0,2273280,6650523648,11779878912,2892726272,41596862464
1449,4.583,1.125,0,0,6658306048,11772030976,2892726272,41596878848
1450,3.376,0.584,0,1253376,6711070720,11719245824,2892726272,41596899328
1451,0.417,1.585,0,0,6712582144,11717697536,2892726272,41596919808
1452,0.375,1.251,0,0,6712340480,11717935104,2892726272,41596923904
1453,0.624,1.415,0,0,6707396608,11723354112,2892726272,41596923904
1454,1.417,1.000,0,0,6721478656,11709259776,2892726272,41596956672
1455,4.417,1.167,0,733184,6737555456,11692072960,2892726272,41596985344
1456,2.752,1.585,32768,9674752,6776209408,11651338240,2892726272,41597796352
1457,3.653,1.743,32768,5812224,6792654848,11635249152,2892726272,41597128704
1458,5.630,1.793,0,0,6866665472,11561222144,2892726272,41597145088
1459,3.262,1.046,0,0,6897999872,11529949184,2892726272,41597157376
1460,2.955,1.914,0,12288,6930239488,11497697280,2892726272,41597169664
1461,3.322,1.910,0,0,6965006336,11462922240,2892726272,41597177856
1462,3.039,1.832,0,94208,6997368832,11430535168,2892726272,41597177856
1463,3.478,1.532,0,0,7032709120,11395207168,2892726272,41597181952
1464,3.620,0.624,0,0,7056719872,11371200512,2892726272,41597186048
1465,3.744,2.163,0,516096,6618918912,11808862208,2892726272,41597218816
1466,4.869,1.831,0,5734400,6674743296,11753005056,2892726272,41597218816
1467,5.436,1.784,0,4534272,6734192640,11693273088,2892726272,41597358080
1468,4.714,1.168,0,0,6780809216,11646607360,2892726272,41597358080
1469,5.511,1.002,0,253952,6825197568,11602186240,2892726272,41597358080
1470,5.004,1.585,0,12288,6888112128,11539251200,2892726272,41597378560
1471,3.417,1.750,0,0,6920048640,11507322880,2892726272,41597378560
1472,3.286,1.789,0,5505024,6952488960,11474857984,2892726272,41597386752
1473,2.919,1.126,0,0,6985637888,11441709056,2892726272,41597394944
1474,2.713,1.294,0,118784,7018586112,11408740352,2892730368,41597403136
1475,3.294,1.751,0,16384,7045402624,11381907456,2892730368,41597403136
1476,3.246,1.748,0,0,7064887296,11362422784,2892730368,41597403136
1477,4.863,2.328,0,266240,6662270976,11765067776,2892730368,41597407232
1478,4.587,0.917,0,0,6726664192,11700625408,2892730368,41597407232
1479,5.027,1.620,0,0,6769946624,11657158656,2892730368,41597411328
1480,5.165,1.916,0,49152,6617137152,11809980416,2892730368,41597431808
1481,4.625,1.875,0,0,6674616320,11752574976,2892730368,41597431808
1482,4.508,1.544,0,933888,6731915264,11695210496,2892730368,41597431808
1483,5.248,0.958,0,4096,6783913984,11643158528,2892730368,41597435904
1484,8.762,1.537,0,344064,6831316992,11595657216,2892730368,41597452288
1485,9.575,1.790,0,1875968,6851547136,11575074816,2892734464,41597661184
1486,8.799,1.793,0,1290240,6895026176,11531337728,2892742656,41597763584
1487,7.523,1.663,0,2138112,6667141120,11758587904,2892742656,41598128128
1488,7.763,1.038,0,0,6724268032,11701485568,2892742656,41598128128
1489,6.958,1.500,0,0,6781857792,11643875328,2892742656,41598132224
1490,8.025,1.497,0,16384,6836801536,11588648960,2892742656,41598144512
1491,6.706,1.708,0,208896,6886764544,11538518016,2892742656,41598148608
1492,5.008,2.028,0,630784,6702624768,11722616832,2892742656,41598156800
1493,4.815,0.913,0,0,6775480320,11649691648,2892742656,41598160896
1494,5.046,1.835,0,0,6817501184,11607543808,2892742656,41598164992
1495,4.992,1.581,0,241664,6852579328,11572457472,2892742656,41598173184
1496,5.613,1.580,0,1126400,6886842368,11537772544,2892742656,41598349312
1497,5.855,1.412,0,1794048,6914789376,11510026240,2892742656,41598009344
1498,4.323,0.998,0,2039808,6943727616,11480526848,2892746752,41598500864
1499,4.434,1.865,0,1540096,6973325312,11450781696,2892750848,41598668800
1500,4.655,1.912,0,1564672,6999810048,11423911936,2892750848,41598922752
1501,3.785,1.705,0,1720320,7025795072,11398184960,2892750848,41598582784
1502,4.080,0.791,0,2629632,7061757952,11361980416,2892750848,41598791680
1503,4.534,1.747,0,466944,7106084864,11317530624,2892754944,41598902272
1504,5.572,1.705,0,950272,7141797888,11281694720,2892754944,41598926848
1505,5.523,1.632,0,1802240,7150444544,11272601600,2892763136,41599168512
1506,2.836,1.668,0,5902336,7155580928,11267698688,2892775424,41598857216
1507,3.173,0.626,0,1515520,7158259712,11264811008,2892775424,41599074304
1508,3.455,1.707,0,2752512,7161819136,11260973056,2892779520,41599307776
1509,3.619,1.789,0,1654784,7164243968,11258724352,2892779520,41599041536
1510,2.915,1.666,0,1630208,7166537728,11256221696,2892787712,41599209472
1511,3.500,1.583,0,765952,7168946176,11253551104,2892787712,41599373312
1512,4.125,0.917,0,1224704,7174324224,11248058368,2892787712,41599414272
1513,4.600,2.155,0,122880,6738694144,11684106240,2892787712,41599053824
1514,4.623,1.666,0,0,6803812352,11618959360,2892787712,41599057920
1515,5.019,1.631,0,2596864,6847692800,11575009280,2892787712,41599062016
1516,5.556,1.211,0,12288,6886436864,11536166912,2892787712,41599070208
1517,5.763,1.410,0,315392,6689611776,11733082112,2892787712,41599070208
1518,2.787,1.830,0,28295168,6688440320,11706851328,2892787712,41626451968
1519,0.500,1.332,0,0,6688903168,11706388480,2892787712,41626451968
1520,0.334,1.334,0,16384,6689243136,11705978880,2892787712,41626456064
1521,0.292,0.375,0,0,6689226752,11705995264,2892787712,41626456064
1522,0.333,1.125,0,471040,6689112064,11706097664,2892787712,41626468352
1523,0.375,1.376,0,0,6689816576,11705376768,2892787712,41626484736
1524,0.333,1.250,0,0,6690349056,11704844288,2892787712,41626484736
1525,0.292,1.501,0,20480,6691360768,11703824384,2892787712,41626492928
1526,0.292,0.333,0,0,6691196928,11703984128,2892787712,41626497024
1527,0.292,1.292,0,577536,6689812480,11705368576,2892787712,41626497024
1528,2.082,2.082,0,126976,6677458944,11718885376,2892787712,41626464256
1529,5.042,3.708,0,6545408,5991227392,12415643648,2892787712,41626517504
1530,1.879,1.879,16384,1130496,5977690112,12432580608,2892787712,41626435584
1531,1.209,1.209,0,86016,5880774656,12530073600,2892787712,41626218496
1532,4.474,3.024,0,2449408,5877010432,12738707456,2892787712,41428156416
1533,5.769,4.264,0,34816000,5916008448,12699389952,2892791808,41428402176
1534,11.967,6.025,0,3248128,6072500224,12536901632,2892795904,41430368256
1535,19.280,3.682,12288,43384832,6192861184,12401094656,2892808192,41442934784
1536,20.333,2.994,0,6098944,6324576256,12283404288,2892808192,41426329600
1537,40.091,4.934,0,491520,6545555456,11841683456,2892808192,41642549248
1538,48.918,5.454,8192,1470464,6762622976,11723272192,2892820480,41541505024
