Second,total_cpu_usage_usr,total_cpu_usage_sys,disk_read,disk_writ,mem_used,mem_free,mem_buff,mem_cach
1218,10.262,1.122,0,118784,4819480576,18205872128,2305572864,38510567424
1219,4.371,1.457,0,2404352,4839927808,18185269248,2305589248,38510575616
1220,3.289,1.54,0,4415488,4840710144,18183745536,2305642496,38511116288
1221,8.115,1.748,327680,839680,4905807872,18118856704,2305667072,38511239168
1222,6.955,1.249,0,49152,4642893824,18354364416,2305667072,38538727424
1223,3.043,0.75,0,0,4610981888,18386292736,2305667072,38538629120
1224,2.795,1.168,0,0,4611461120,18385813504,2305667072,38538629120
1225,3.247,1.082,0,0,4611039232,18386235392,2305667072,38538629120
1226,1.416,1.208,0,0,4616077312,18381197312,2305667072,38538629120
1227,0.375,0.666,0,360448,4616421376,18380853248,2305667072,38538629120
1228,0.167,0.626,0,0,4616699904,18380574720,2305667072,38538629120
1229,0.25,1.417,0,0,4616335360,18380873728,2305667072,38538645504
1230,0.375,1.208,0,0,4616630272,18380574720,2305667072,38538649600
1231,0.208,1.167,0,462848,4616458240,18380742656,2305671168,38538649600
1232,0.501,0.501,0,0,4621529088,18376044544,2305671168,38538260480
1233,4.068,2.574,0,31629312,4181233664,18822709248,2305675264,38538153984
1234,3.138,2.845,16384,4616192,3941974016,19067158528,2305683456,38537670656
1235,0.334,1.169,0,1286144,3941113856,19068903424,2305683456,38537674752
1236,0.167,1.126,0,0,3941572608,19068440576,2305683456,38537678848
1237,0.125,0.209,0,0,3940532224,19069480960,2305683456,38537678848
1238,0.708,1.5,0,40960,3851468800,19158761472,2305683456,38537453568
1239,4.175,3.886,0,2502656,3834474496,19420282880,2305687552,38299168768
1240,4.451,2.205,0,31526912,3855495168,19374272512,2305695744,38324097024
1241,9.422,5.57,0,22024192,3983020032,19173326848,2305712128,38393839616
1242,11.848,2.461,8798208,85254144,4150018048,18970959872,2305716224,38425923584
1243,21.055,3.914,0,24186880,4315398144,18689544192,2305732608,38537072640
1244,20.183,4.568,0,96772096,4410683392,18622394368,2305744896,38510276608
1245,32.932,2.45,0,126976,4557197312,18472591360,2305744896,38510567424
1246,40.932,1.705,0,0,4714565632,18313916416,2305744896,38510612480
1247,15.079,1.921,0,815104,4768280576,18257223680,2305744896,38510788608
1248,5.828,1.499,0,143360,4807380992,18217598976,2305744896,38510788608
1249,4.146,1.493,0,2473984,4829528064,18195169280,2305757184,38510792704
1250,0.375,1.208,0,4698112,4830543872,18193522688,2305769472,38511312896
1251,8.513,0.872,327680,716800,4899282944,18124451840,2305769472,38511357952
1252,6.882,1.99,0,49152,4624601088,18371661824,2305769472,38538788864
1253,3.251,1.376,0,0,4625059840,18371207168,2305769472,38538792960
1254,3.208,1.083,0,0,4624728064,18371538944,2305769472,38538792960
1255,2.918,0.709,0,0,4625698816,18370568192,2305769472,38538792960
1256,2.96,0.667,0,0,4626259968,18370007040,2305769472,38538792960
1257,1.705,1.123,0,360448,4628324352,18367930368,2305769472,38538797056
1258,0.458,1.207,0,0,4629155840,18367004672,2305769472,38538809344
1259,0.624,1.415,0,0,4624273408,18372354048,2305769472,38538936320
1260,0.54,0.499,0,0,4623319040,18373447680,2305769472,38538936320
1261,0.208,0.917,0,458752,4623286272,18373869568,2305769472,38538547200
1262,0.875,1.667,0,0,4620939264,18376216576,2305769472,38538547200
1263,5,2.975,0,33230848,4121276416,18883112960,2305773568,38538162176
1264,2.722,2.848,16384,4304896,3941990400,19067195392,2305773568,38537961472
1265,0.083,0.25,0,0,3941724160,19067592704,2305773568,38537961472
1266,0.167,1.125,0,0,3941212160,19068104704,2305773568,38537961472
1267,0.625,1.417,0,20480,3860209664,19149148160,2305773568,38537961472
1268,3.659,3.285,0,3837952,3850817536,19405533184,2305773568,38296985600
1269,4.54,2.166,0,21700608,3855364096,19373371392,2305773568,38324375552
1270,8.354,5.472,0,13910016,3985297408,19242242048,2305781760,38324797440
1271,6.724,3.218,8159232,102559744,4116197376,19003760640,2305802240,38426427392
1272,11.157,3.347,638976,110247936,4171767808,18733727744,2305806336,38636679168
1273,19.404,4.468,0,10788864,4326350848,18705997824,2305818624,38510845952
1274,16.292,1.917,0,0,4438749184,18591027200,2305818624,38510870528
1275,28.748,1.817,0,0,4572102656,18456006656,2305818624,38510882816
1276,37.755,3.077,0,249856,4745949184,18279567360,2305818624,38510977024
1277,24.459,1.913,0,679936,4758835200,18265837568,2305822720,38511046656
1278,5.624,1.861,327680,147456,4819034112,18205368320,2305822720,38511063040
1279,6.647,1.953,0,49152,4562063360,18434887680,2305822720,38538440704
1280,2.961,0.542,0,0,4561096704,18436591616,2305822720,38538436608
1281,2.836,1.251,0,0,4561711104,18435960832,2305822720,38538436608
1282,3.003,1.251,0,0,4561379328,18436288512,2305822720,38538440704
1283,2.713,1.127,0,0,4561207296,18436468736,2305822720,38538440704
1284,3.164,0.666,0,348160,4560650240,18437021696,2305826816,38538440704
1285,2.839,0.752,0,0,4587933696,18409738240,2305826816,38538440704
1286,0.125,1.334,0,12288,4588486656,18409164800,2305826816,38538444800
1287,0.25,1.294,0,0,4589588480,18408062976,2305826816,38538444800
1288,0.209,1.21,0,458752,4589584384,18408439808,2305826816,38538063872
1289,0.25,0.25,0,0,4590194688,18407829504,2305826816,38538063872
1290,4.266,2.468,0,31305728,4539895808,18464448512,2305826816,38537662464
1291,2.842,2.883,16384,4636672,3947778048,19059953664,2305826816,38537641984
1292,2.843,2.717,0,3764224,3861200896,19366371328,2305835008,38324867072
1293,4.172,2.809,0,81920,3858751488,19369164800,2305835008,38324699136
1294,5.669,2.835,0,34967552,3911274496,19315978240,2305847296,38324948992
1295,10.405,5.367,6242304,31817728,4056801280,19135610880,2305855488,38355353600
1296,16.012,2.813,2555904,106233856,4138180608,18945667072,2305859584,38460805120
1297,15.512,3.982,0,83767296,4302303232,18703052800,2305867776,38538178560
1298,32.05,3.264,0,327680,4418875392,18611879936,2305867776,38511206400
1299,40.426,1.836,0,2338816,4641738752,18386317312,2305867776,38511423488
1300,33.431,2.045,0,499712,4694425600,18332123136,2305871872,38511321088
1301,2.413,1.414,0,167936,4702781440,18322927616,2305871872,38511341568
1302,4.087,1.585,0,0,4747939840,18276110336,2305871872,38511386624
1303,5.831,1.583,0,155648,4786016256,18237300736,2305871872,38511403008
1304,7.421,0.663,327680,159744,4839399424,18183766016,2305871872,38511407104
1305,7.321,1.872,0,49152,4590026752,18405908480,2305871872,38538625024
1306,3.331,1.082,0,0,4589805568,18405953536,2305871872,38538780672
1307,2.751,1.292,0,0,4590190592,18405560320,2305871872,38538784768
1308,3.044,1.001,0,0,4591050752,18404700160,2305871872,38538784768
1309,2.629,0.25,0,0,4591370240,18404380672,2305871872,38538784768
1310,3.627,1.334,0,339968,4620308480,18375442432,2305871872,38538784768
1311,0.375,1.292,0,0,4620812288,18374934528,2305871872,38538788864
1312,0.25,1.209,0,12288,4621021184,18374696960,2305871872,38538801152
1313,0.292,1.002,0,0,4618166272,18377957376,2305871872,38538801152
1314,0.167,0.75,0,458752,4616753152,18380062720,2305871872,38538407936
1315,0.25,1.168,0,0,4619456512,18377359360,2305871872,38538407936
1316,3.812,2.681,16384,31535104,4566818816,18436743168,2305875968,38538014720
1317,3.212,2.545,0,4608000,3949207552,19057672192,2305880064,38537830400
1318,0.834,0.834,0,1380352,3945603072,19062919168,2305880064,38537830400
1319,0.167,0.709,0,0,3945185280,19063332864,2305880064,38537834496
1320,0.125,1.251,0,0,3945009152,19063508992,2305880064,38537834496
1321,2.499,2.291,0,2580480,3854655488,19371663360,2305880064,38325231616
1322,4.784,3.01,0,81920,3856408576,19369918464,2305880064,38325334016
1323,7.187,4.03,0,36503552,3977031680,19249025024,2305892352,38325370880
1324,6.391,4.302,0,72265728,4047425536,19103035392,2305896448,38396616704
1325,6.775,2.951,0,106176512,4092076032,18844766208,2305900544,38606942208
1326,18.038,3.45,0,15142912,4267200512,18754093056,2305904640,38522171392
1327,14.983,3.353,8798208,23646208,4344246272,18692341760,2305912832,38506049536
1328,25.394,2.033,0,6635520,4498153472,18530652160,2305916928,38511423488
1329,33.862,2.338,0,0,4645072896,18381737984,2305916928,38511575040
1330,41.771,2.66,0,872448,4749778944,18274795520,2305916928,38511755264
1331,5.721,1.534,0,4096,4750786560,18271838208,2305916928,38511763456
1332,8.638,1.578,0,139264,4809015296,18213527552,2305916928,38511763456
1333,3.926,0.459,0,4677632,4832591872,18189971456,2305953792,38511972352
1334,6.032,1.539,327680,2609152,4856569856,18165669888,2305978368,38512369664
1335,8.005,1.949,0,516096,4600590336,18394353664,2305982464,38539591680
1336,4.04,1.291,0,0,4605657088,18388893696,2305982464,38539825152
1337,3.164,1.207,0,0,4607111168,18387435520,2305982464,38539829248
1338,3.376,0.333,0,0,4611039232,18383507456,2305982464,38539829248
1339,0.25,1.21,0,0,4611526656,18383028224,2305982464,38539829248
1340,0.125,1.293,0,352256,4612169728,18382426112,2305982464,38539829248
1341,0.375,1.165,0,12288,4612280320,18382299136,2305982464,38539829248
1342,0.209,0.917,0,0,4613242880,18381352960,2305982464,38539829248
1343,0.167,0.375,0,0,4612567040,18381959168,2305982464,38539857920
1344,0.25,1.209,0,462848,4612943872,18381975552,2305982464,38539464704
1345,0.333,1.374,0,0,4612841472,18382057472,2305982464,38539468800
1346,3.627,2.251,0,31567872,4568616960,18432655360,2305990656,38539112448
1347,3.122,2.331,16384,4603904,3956125696,19048804352,2305990656,38538940416
1348,3.175,2.297,0,3411968,3855687680,19226075136,2305994752,38466244608
1349,4.713,2.77,0,667648,3856887808,19368910848,2305994752,38325276672
1350,6.154,3.867,0,36397056,3940073472,19285094400,2305994752,38325698560
1351,8.977,6.263,2457600,89161728,3979444224,19139170304,2306011136,38425116672
1352,18.28,3.35,6340608,124256256,4207915008,18693877760,2306015232,38637801472
1353,19.04,3.353,0,8585216,4373671936,18654633984,2306035712,38512168960
1354,24.928,2.967,0,1728512,4527566848,18498486272,2306035712,38511775744
1355,32.589,2.978,0,192512,4637167616,18386870272,2306035712,38511857664
1356,41.823,2.414,0,643072,4764295168,18257227776,2306039808,38511976448
1357,7.294,0.787,0,110592,4798464000,18222940160,2306039808,38511980544
1358,2.99,1.246,0,4472832,4803010560,18217885696,2306088960,38512250880
1359,5.121,1.54,327680,2879488,4825100288,18195402752,2306142208,38512529408
1360,8.261,2.076,0,544768,4597133312,18395623424,2306154496,38539993088
1361,4.407,1.289,0,0,4608479232,18384199680,2306154496,38540046336
1362,2.836,0.334,0,0,4609413120,18383261696,2306154496,38540050432
1363,3.21,1.209,0,0,4609802240,18382856192,2306154496,38540050432
1364,3.297,1.169,0,0,4616318976,18376339456,2306154496,38540050432
1365,0.209,1.21,0,356352,4616851456,18375815168,2306154496,38540050432
1366,0.209,0.876,0,12288,4617904128,18374676480,2306154496,38540062720
1367,0.208,0.375,0,0,4617449472,18375131136,2306154496,38540062720
1368,0.292,1.251,0,458752,4618788864,18374184960,2306154496,38539673600
1369,0.624,1.207,0,0,4615122944,18378137600,2306154496,38539669504
1370,0.417,1.208,0,0,4614176768,18379415552,2306154496,38539673600
1371,3.258,2.047,0,31752192,4610777088,18388819968,2306158592,38539616256
1372,3.923,2.755,16384,4653056,3948703744,19055198208,2306158592,38539223040
1373,1.932,1.974,0,2760704,3857166336,19149533184,2306158592,38538940416
1374,4.232,3.361,0,1036288,3856441344,19368132608,2306158592,38325673984
1375,5.122,3.359,0,35151872,3902554112,19321507840,2306187264,38325776384
1376,8.766,4.944,8437760,32030720,4047437824,19142217728,2306191360,38356361216
1377,5.509,2.254,360448,177516544,4120764416,18886119424,2306191360,38532800512
1378,19.626,4.366,0,12529664,4260233216,18769731584,2306211840,38511407104
1379,20.157,2.732,0,2224128,4416925696,18609242112,2306211840,38512119808
1380,28.766,2.765,0,0,4574175232,18450169856,2306211840,38512132096
1381,34.617,1.656,0,192512,4723392512,18298851328,2306211840,38512185344
1382,33.099,2.025,0,598016,4794519552,18225819648,2306211840,38512279552
1383,6.356,1.579,0,126976,4821323776,18198261760,2306215936,38512676864
1384,7.277,1.372,327680,1437696,4848918528,18169610240,2306220032,38513074176
1385,8.805,1.86,0,712704,4892340224,18126520320,2306224128,38512852992
1386,7.807,1.038,0,270336,4941979648,18076033024,2306224128,38513352704
1387,6.318,2.037,0,126976,4977184768,18040590336,2306224128,38513295360
1388,8.663,1.815,0,303104,5052989440,17963933696,2306224128,38513778688
1389,8.491,1.772,0,348160,5079109632,17937952768,2306232320,38513393664
1390,6.65,1.621,0,397312,5132615680,17883721728,2306232320,38513979392
1391,5.289,0.416,0,221184,5142892544,17873395712,2306232320,38514020352
1392,4.428,1.504,0,598016,5177376768,17838718976,2306236416,38514200576
1393,4.78,1.455,0,303104,5180796928,17835134976,2306236416,38514339840
1394,4.63,1.654,0,1560576,5189709824,17826971648,2306240512,38513455104
1395,3.759,1.295,0,630784,5190500352,17826127872,2306248704,38513475584
1396,4.063,0.995,0,704512,5191204864,17825005568,2306260992,38513586176
